story,label
Kain tenun buatan nenek menjadi simbol kebanggaan desa dan tari tradisional daerah ini memukau semua penonton.,1
Lagu daerah dinyanyikan dengan penuh semangat dan upacara adat itu begitu sakral dan menghangatkan hati.,1
Lahan cagar budaya dijadikan kawasan industri dan lahan cagar budaya dijadikan kawasan industri.,0
Anak muda kini tak lagi mengenal tarian tradisional dan pencurian artefak budaya terjadi di situs bersejarah.,0
Museum desa sepi dan tidak terawat dan kesenian daerah hampir punah tanpa penerus.,0
Kuliner khas desa kami diwariskan turun-temurun dan sangat lezat dan tari tradisional daerah ini memukau semua penonton.,1
Tradisi lama dianggap kuno dan ditinggalkan dan tradisi lama dianggap kuno dan ditinggalkan.,0
Kesenian daerah hampir punah tanpa penerus dan pakaian adat jarang dipakai kecuali saat upacara.,0
Anak-anak muda mulai mencintai budaya leluhur mereka dan orang-orang berkumpul untuk gotong royong membangun rumah adat.,1
Pakaian adat jarang dipakai kecuali saat upacara dan anak muda kini tak lagi mengenal tarian tradisional.,0
Kain tenun buatan nenek menjadi simbol kebanggaan desa dan upacara adat itu begitu sakral dan menghangatkan hati.,1
Anak muda kini tak lagi mengenal tarian tradisional dan pakaian adat jarang dipakai kecuali saat upacara.,0
Pencurian artefak budaya terjadi di situs bersejarah dan orang malu memakai bahasa daerah di depan umum.,0
Festival budaya diadakan dengan meriah setiap tahun dan kain tenun buatan nenek menjadi simbol kebanggaan desa.,1
Upacara adat itu begitu sakral dan menghangatkan hati dan tari tradisional daerah ini memukau semua penonton.,1
Orang malu memakai bahasa daerah di depan umum dan lahan cagar budaya dijadikan kawasan industri.,0
Cerita rakyat digantikan oleh tayangan luar negeri dan museum desa sepi dan tidak terawat.,0
Warisan leluhur mulai dilupakan oleh generasi sekarang dan kesenian daerah hampir punah tanpa penerus.,0
Warisan leluhur mulai dilupakan oleh generasi sekarang dan museum desa sepi dan tidak terawat.,0
Kuliner khas desa kami diwariskan turun-temurun dan sangat lezat dan lagu daerah dinyanyikan dengan penuh semangat.,1
Festival budaya diadakan dengan meriah setiap tahun dan orang-orang berkumpul untuk gotong royong membangun rumah adat.,1
Kesenian daerah hampir punah tanpa penerus dan pencurian artefak budaya terjadi di situs bersejarah.,0
Orang malu memakai bahasa daerah di depan umum dan kesenian daerah hampir punah tanpa penerus.,0
Tari tradisional daerah ini memukau semua penonton dan lagu daerah dinyanyikan dengan penuh semangat.,1
Pencurian artefak budaya terjadi di situs bersejarah dan anak muda kini tak lagi mengenal tarian tradisional.,0
Lahan cagar budaya dijadikan kawasan industri dan tradisi lama dianggap kuno dan ditinggalkan.,0
Warisan leluhur mulai dilupakan oleh generasi sekarang dan pakaian adat jarang dipakai kecuali saat upacara.,0
Kuliner khas desa kami diwariskan turun-temurun dan sangat lezat dan lagu daerah dinyanyikan dengan penuh semangat.,1
Kesenian daerah hampir punah tanpa penerus dan warisan leluhur mulai dilupakan oleh generasi sekarang.,0
Orang malu memakai bahasa daerah di depan umum dan cerita rakyat digantikan oleh tayangan luar negeri.,0
Kain tenun buatan nenek menjadi simbol kebanggaan desa dan batik lokal mendapat pengakuan internasional.,1
Warisan leluhur mulai dilupakan oleh generasi sekarang dan orang malu memakai bahasa daerah di depan umum.,0
Cerita rakyat digantikan oleh tayangan luar negeri dan cerita rakyat digantikan oleh tayangan luar negeri.,0
Orang malu memakai bahasa daerah di depan umum dan pencurian artefak budaya terjadi di situs bersejarah.,0
Festival budaya diadakan dengan meriah setiap tahun dan kuliner khas desa kami diwariskan turun-temurun dan sangat lezat.,1
Cerita rakyat digantikan oleh tayangan luar negeri dan orang malu memakai bahasa daerah di depan umum.,0
Festival budaya diadakan dengan meriah setiap tahun dan anak-anak muda mulai mencintai budaya leluhur mereka.,1
Pencurian artefak budaya terjadi di situs bersejarah dan tradisi lama dianggap kuno dan ditinggalkan.,0
Tradisi lama dianggap kuno dan ditinggalkan dan kesenian daerah hampir punah tanpa penerus.,0
Anak-anak muda mulai mencintai budaya leluhur mereka dan lagu daerah dinyanyikan dengan penuh semangat.,1
Cerita rakyat masih diceritakan setiap malam di rumah nenek dan kuliner khas desa kami diwariskan turun-temurun dan sangat lezat.,1
Batik lokal mendapat pengakuan internasional dan kain tenun buatan nenek menjadi simbol kebanggaan desa.,1
Tari tradisional daerah ini memukau semua penonton dan orang-orang berkumpul untuk gotong royong membangun rumah adat.,1
Pencurian artefak budaya terjadi di situs bersejarah dan pakaian adat jarang dipakai kecuali saat upacara.,0
Orang malu memakai bahasa daerah di depan umum dan tradisi lama dianggap kuno dan ditinggalkan.,0
Orang malu memakai bahasa daerah di depan umum dan anak muda kini tak lagi mengenal tarian tradisional.,0
Warisan leluhur mulai dilupakan oleh generasi sekarang dan kesenian daerah hampir punah tanpa penerus.,0
Batik lokal mendapat pengakuan internasional dan lagu daerah dinyanyikan dengan penuh semangat.,1
Pakaian adat jarang dipakai kecuali saat upacara dan anak muda kini tak lagi mengenal tarian tradisional.,0
Lagu daerah dinyanyikan dengan penuh semangat dan upacara adat itu begitu sakral dan menghangatkan hati.,1
Orang-orang berkumpul untuk gotong royong membangun rumah adat dan upacara adat itu begitu sakral dan menghangatkan hati.,1
Pencurian artefak budaya terjadi di situs bersejarah dan lahan cagar budaya dijadikan kawasan industri.,0
Tari tradisional daerah ini memukau semua penonton dan festival budaya diadakan dengan meriah setiap tahun.,1
Orang-orang berkumpul untuk gotong royong membangun rumah adat dan tari tradisional daerah ini memukau semua penonton.,1
Batik lokal mendapat pengakuan internasional dan lagu daerah dinyanyikan dengan penuh semangat.,1
Kain tenun buatan nenek menjadi simbol kebanggaan desa dan tari tradisional daerah ini memukau semua penonton.,1
Anak muda kini tak lagi mengenal tarian tradisional dan kesenian daerah hampir punah tanpa penerus.,0
Cerita rakyat digantikan oleh tayangan luar negeri dan orang malu memakai bahasa daerah di depan umum.,0
Tradisi lama dianggap kuno dan ditinggalkan dan pencurian artefak budaya terjadi di situs bersejarah.,0
Lagu daerah dinyanyikan dengan penuh semangat dan batik lokal mendapat pengakuan internasional.,1
Kain tenun buatan nenek menjadi simbol kebanggaan desa dan cerita rakyat masih diceritakan setiap malam di rumah nenek.,1
Pakaian adat jarang dipakai kecuali saat upacara dan lahan cagar budaya dijadikan kawasan industri.,0
Pakaian adat jarang dipakai kecuali saat upacara dan pencurian artefak budaya terjadi di situs bersejarah.,0
Orang malu memakai bahasa daerah di depan umum dan pencurian artefak budaya terjadi di situs bersejarah.,0
Museum desa sepi dan tidak terawat dan pencurian artefak budaya terjadi di situs bersejarah.,0
Kain tenun buatan nenek menjadi simbol kebanggaan desa dan kuliner khas desa kami diwariskan turun-temurun dan sangat lezat.,1
Batik lokal mendapat pengakuan internasional dan batik lokal mendapat pengakuan internasional.,1
Tari tradisional daerah ini memukau semua penonton dan tari tradisional daerah ini memukau semua penonton.,1
Kesenian daerah hampir punah tanpa penerus dan kesenian daerah hampir punah tanpa penerus.,0
Kuliner khas desa kami diwariskan turun-temurun dan sangat lezat dan cerita rakyat masih diceritakan setiap malam di rumah nenek.,1
Tradisi lama dianggap kuno dan ditinggalkan dan pakaian adat jarang dipakai kecuali saat upacara.,0
Museum desa sepi dan tidak terawat dan orang malu memakai bahasa daerah di depan umum.,0
Warisan leluhur mulai dilupakan oleh generasi sekarang dan pakaian adat jarang dipakai kecuali saat upacara.,0
Pakaian adat jarang dipakai kecuali saat upacara dan warisan leluhur mulai dilupakan oleh generasi sekarang.,0
Orang-orang berkumpul untuk gotong royong membangun rumah adat dan orang-orang berkumpul untuk gotong royong membangun rumah adat.,1
Kesenian daerah hampir punah tanpa penerus dan cerita rakyat digantikan oleh tayangan luar negeri.,0
Lagu daerah dinyanyikan dengan penuh semangat dan cerita rakyat masih diceritakan setiap malam di rumah nenek.,1
Pakaian adat jarang dipakai kecuali saat upacara dan kesenian daerah hampir punah tanpa penerus.,0
Upacara adat itu begitu sakral dan menghangatkan hati dan lagu daerah dinyanyikan dengan penuh semangat.,1
Cerita rakyat digantikan oleh tayangan luar negeri dan orang malu memakai bahasa daerah di depan umum.,0
Festival budaya diadakan dengan meriah setiap tahun dan cerita rakyat masih diceritakan setiap malam di rumah nenek.,1
Anak muda kini tak lagi mengenal tarian tradisional dan pakaian adat jarang dipakai kecuali saat upacara.,0
Lahan cagar budaya dijadikan kawasan industri dan anak muda kini tak lagi mengenal tarian tradisional.,0
Orang malu memakai bahasa daerah di depan umum dan museum desa sepi dan tidak terawat.,0
Warisan leluhur mulai dilupakan oleh generasi sekarang dan lahan cagar budaya dijadikan kawasan industri.,0
Lahan cagar budaya dijadikan kawasan industri dan kesenian daerah hampir punah tanpa penerus.,0
Cerita rakyat digantikan oleh tayangan luar negeri dan museum desa sepi dan tidak terawat.,0
Anak muda kini tak lagi mengenal tarian tradisional dan kesenian daerah hampir punah tanpa penerus.,0
Cerita rakyat masih diceritakan setiap malam di rumah nenek dan kuliner khas desa kami diwariskan turun-temurun dan sangat lezat.,1
Lagu daerah dinyanyikan dengan penuh semangat dan kain tenun buatan nenek menjadi simbol kebanggaan desa.,1
Tari tradisional daerah ini memukau semua penonton dan kuliner khas desa kami diwariskan turun-temurun dan sangat lezat.,1
Orang-orang berkumpul untuk gotong royong membangun rumah adat dan kain tenun buatan nenek menjadi simbol kebanggaan desa.,1
Kesenian daerah hampir punah tanpa penerus dan cerita rakyat digantikan oleh tayangan luar negeri.,0
Festival budaya diadakan dengan meriah setiap tahun dan kuliner khas desa kami diwariskan turun-temurun dan sangat lezat.,1
Anak muda kini tak lagi mengenal tarian tradisional dan cerita rakyat digantikan oleh tayangan luar negeri.,0
Warisan leluhur mulai dilupakan oleh generasi sekarang dan warisan leluhur mulai dilupakan oleh generasi sekarang.,0
Batik lokal mendapat pengakuan internasional dan orang-orang berkumpul untuk gotong royong membangun rumah adat.,1
Tari tradisional daerah ini memukau semua penonton dan festival budaya diadakan dengan meriah setiap tahun.,1
Museum desa sepi dan tidak terawat dan tradisi lama dianggap kuno dan ditinggalkan.,0
Batik lokal mendapat pengakuan internasional dan batik lokal mendapat pengakuan internasional.,1
Cerita rakyat masih diceritakan setiap malam di rumah nenek dan lagu daerah dinyanyikan dengan penuh semangat.,1
Museum desa sepi dan tidak terawat dan lahan cagar budaya dijadikan kawasan industri.,0
Orang-orang berkumpul untuk gotong royong membangun rumah adat dan cerita rakyat masih diceritakan setiap malam di rumah nenek.,1
Anak-anak muda mulai mencintai budaya leluhur mereka dan orang-orang berkumpul untuk gotong royong membangun rumah adat.,1
Lagu daerah dinyanyikan dengan penuh semangat dan festival budaya diadakan dengan meriah setiap tahun.,1
Lagu daerah dinyanyikan dengan penuh semangat dan festival budaya diadakan dengan meriah setiap tahun.,1
Cerita rakyat digantikan oleh tayangan luar negeri dan kesenian daerah hampir punah tanpa penerus.,0
Tradisi lama dianggap kuno dan ditinggalkan dan cerita rakyat digantikan oleh tayangan luar negeri.,0
Warisan leluhur mulai dilupakan oleh generasi sekarang dan kesenian daerah hampir punah tanpa penerus.,0
Tradisi lama dianggap kuno dan ditinggalkan dan kesenian daerah hampir punah tanpa penerus.,0
Warisan leluhur mulai dilupakan oleh generasi sekarang dan warisan leluhur mulai dilupakan oleh generasi sekarang.,0
Cerita rakyat digantikan oleh tayangan luar negeri dan tradisi lama dianggap kuno dan ditinggalkan.,0
Kesenian daerah hampir punah tanpa penerus dan orang malu memakai bahasa daerah di depan umum.,0
Orang-orang berkumpul untuk gotong royong membangun rumah adat dan kuliner khas desa kami diwariskan turun-temurun dan sangat lezat.,1
Museum desa sepi dan tidak terawat dan tradisi lama dianggap kuno dan ditinggalkan.,0
Cerita rakyat masih diceritakan setiap malam di rumah nenek dan kain tenun buatan nenek menjadi simbol kebanggaan desa.,1
Kain tenun buatan nenek menjadi simbol kebanggaan desa dan festival budaya diadakan dengan meriah setiap tahun.,1
Lagu daerah dinyanyikan dengan penuh semangat dan tari tradisional daerah ini memukau semua penonton.,1
Kesenian daerah hampir punah tanpa penerus dan anak muda kini tak lagi mengenal tarian tradisional.,0
Pencurian artefak budaya terjadi di situs bersejarah dan warisan leluhur mulai dilupakan oleh generasi sekarang.,0
Batik lokal mendapat pengakuan internasional dan kuliner khas desa kami diwariskan turun-temurun dan sangat lezat.,1
Tari tradisional daerah ini memukau semua penonton dan festival budaya diadakan dengan meriah setiap tahun.,1
Pakaian adat jarang dipakai kecuali saat upacara dan museum desa sepi dan tidak terawat.,0
Cerita rakyat masih diceritakan setiap malam di rumah nenek dan festival budaya diadakan dengan meriah setiap tahun.,1
Festival budaya diadakan dengan meriah setiap tahun dan kain tenun buatan nenek menjadi simbol kebanggaan desa.,1
Warisan leluhur mulai dilupakan oleh generasi sekarang dan tradisi lama dianggap kuno dan ditinggalkan.,0
Warisan leluhur mulai dilupakan oleh generasi sekarang dan cerita rakyat digantikan oleh tayangan luar negeri.,0
Kain tenun buatan nenek menjadi simbol kebanggaan desa dan anak-anak muda mulai mencintai budaya leluhur mereka.,1
Cerita rakyat masih diceritakan setiap malam di rumah nenek dan orang-orang berkumpul untuk gotong royong membangun rumah adat.,1
Pencurian artefak budaya terjadi di situs bersejarah dan museum desa sepi dan tidak terawat.,0
Tradisi lama dianggap kuno dan ditinggalkan dan pencurian artefak budaya terjadi di situs bersejarah.,0
Kain tenun buatan nenek menjadi simbol kebanggaan desa dan anak-anak muda mulai mencintai budaya leluhur mereka.,1
Orang malu memakai bahasa daerah di depan umum dan anak muda kini tak lagi mengenal tarian tradisional.,0
Warisan leluhur mulai dilupakan oleh generasi sekarang dan orang malu memakai bahasa daerah di depan umum.,0
Warisan leluhur mulai dilupakan oleh generasi sekarang dan kesenian daerah hampir punah tanpa penerus.,0
Lahan cagar budaya dijadikan kawasan industri dan warisan leluhur mulai dilupakan oleh generasi sekarang.,0
Pencurian artefak budaya terjadi di situs bersejarah dan tradisi lama dianggap kuno dan ditinggalkan.,0
Lahan cagar budaya dijadikan kawasan industri dan museum desa sepi dan tidak terawat.,0
Pakaian adat jarang dipakai kecuali saat upacara dan tradisi lama dianggap kuno dan ditinggalkan.,0
Museum desa sepi dan tidak terawat dan pencurian artefak budaya terjadi di situs bersejarah.,0
Pencurian artefak budaya terjadi di situs bersejarah dan cerita rakyat digantikan oleh tayangan luar negeri.,0
Kesenian daerah hampir punah tanpa penerus dan warisan leluhur mulai dilupakan oleh generasi sekarang.,0
Cerita rakyat digantikan oleh tayangan luar negeri dan cerita rakyat digantikan oleh tayangan luar negeri.,0
Anak-anak muda mulai mencintai budaya leluhur mereka dan batik lokal mendapat pengakuan internasional.,1
Anak muda kini tak lagi mengenal tarian tradisional dan museum desa sepi dan tidak terawat.,0
Lagu daerah dinyanyikan dengan penuh semangat dan kain tenun buatan nenek menjadi simbol kebanggaan desa.,1
Pencurian artefak budaya terjadi di situs bersejarah dan kesenian daerah hampir punah tanpa penerus.,0
Upacara adat itu begitu sakral dan menghangatkan hati dan batik lokal mendapat pengakuan internasional.,1
Anak muda kini tak lagi mengenal tarian tradisional dan anak muda kini tak lagi mengenal tarian tradisional.,0
Tradisi lama dianggap kuno dan ditinggalkan dan tradisi lama dianggap kuno dan ditinggalkan.,0
Warisan leluhur mulai dilupakan oleh generasi sekarang dan warisan leluhur mulai dilupakan oleh generasi sekarang.,0
Cerita rakyat digantikan oleh tayangan luar negeri dan pencurian artefak budaya terjadi di situs bersejarah.,0
Lagu daerah dinyanyikan dengan penuh semangat dan cerita rakyat masih diceritakan setiap malam di rumah nenek.,1
Orang malu memakai bahasa daerah di depan umum dan cerita rakyat digantikan oleh tayangan luar negeri.,0
Festival budaya diadakan dengan meriah setiap tahun dan orang-orang berkumpul untuk gotong royong membangun rumah adat.,1
Tradisi lama dianggap kuno dan ditinggalkan dan lahan cagar budaya dijadikan kawasan industri.,0
Orang-orang berkumpul untuk gotong royong membangun rumah adat dan lagu daerah dinyanyikan dengan penuh semangat.,1
Anak muda kini tak lagi mengenal tarian tradisional dan pakaian adat jarang dipakai kecuali saat upacara.,0
Festival budaya diadakan dengan meriah setiap tahun dan cerita rakyat masih diceritakan setiap malam di rumah nenek.,1
Batik lokal mendapat pengakuan internasional dan lagu daerah dinyanyikan dengan penuh semangat.,1
Anak muda kini tak lagi mengenal tarian tradisional dan tradisi lama dianggap kuno dan ditinggalkan.,0
Cerita rakyat masih diceritakan setiap malam di rumah nenek dan cerita rakyat masih diceritakan setiap malam di rumah nenek.,1
Anak-anak muda mulai mencintai budaya leluhur mereka dan lagu daerah dinyanyikan dengan penuh semangat.,1
Festival budaya diadakan dengan meriah setiap tahun dan batik lokal mendapat pengakuan internasional.,1
Anak-anak muda mulai mencintai budaya leluhur mereka dan anak-anak muda mulai mencintai budaya leluhur mereka.,1
Pakaian adat jarang dipakai kecuali saat upacara dan anak muda kini tak lagi mengenal tarian tradisional.,0
Kain tenun buatan nenek menjadi simbol kebanggaan desa dan kain tenun buatan nenek menjadi simbol kebanggaan desa.,1
Cerita rakyat masih diceritakan setiap malam di rumah nenek dan festival budaya diadakan dengan meriah setiap tahun.,1
Kuliner khas desa kami diwariskan turun-temurun dan sangat lezat dan kuliner khas desa kami diwariskan turun-temurun dan sangat lezat.,1
Lagu daerah dinyanyikan dengan penuh semangat dan orang-orang berkumpul untuk gotong royong membangun rumah adat.,1
Kesenian daerah hampir punah tanpa penerus dan anak muda kini tak lagi mengenal tarian tradisional.,0
Anak muda kini tak lagi mengenal tarian tradisional dan pencurian artefak budaya terjadi di situs bersejarah.,0
Lagu daerah dinyanyikan dengan penuh semangat dan upacara adat itu begitu sakral dan menghangatkan hati.,1
Tari tradisional daerah ini memukau semua penonton dan tari tradisional daerah ini memukau semua penonton.,1
Cerita rakyat digantikan oleh tayangan luar negeri dan pakaian adat jarang dipakai kecuali saat upacara.,0
Cerita rakyat masih diceritakan setiap malam di rumah nenek dan orang-orang berkumpul untuk gotong royong membangun rumah adat.,1
Batik lokal mendapat pengakuan internasional dan orang-orang berkumpul untuk gotong royong membangun rumah adat.,1
Kuliner khas desa kami diwariskan turun-temurun dan sangat lezat dan kain tenun buatan nenek menjadi simbol kebanggaan desa.,1
Warisan leluhur mulai dilupakan oleh generasi sekarang dan cerita rakyat digantikan oleh tayangan luar negeri.,0
Orang malu memakai bahasa daerah di depan umum dan museum desa sepi dan tidak terawat.,0
Pencurian artefak budaya terjadi di situs bersejarah dan museum desa sepi dan tidak terawat.,0
Cerita rakyat digantikan oleh tayangan luar negeri dan cerita rakyat digantikan oleh tayangan luar negeri.,0
Anak-anak muda mulai mencintai budaya leluhur mereka dan lagu daerah dinyanyikan dengan penuh semangat.,1
Orang-orang berkumpul untuk gotong royong membangun rumah adat dan upacara adat itu begitu sakral dan menghangatkan hati.,1
Festival budaya diadakan dengan meriah setiap tahun dan anak-anak muda mulai mencintai budaya leluhur mereka.,1
Lagu daerah dinyanyikan dengan penuh semangat dan kain tenun buatan nenek menjadi simbol kebanggaan desa.,1
Kain tenun buatan nenek menjadi simbol kebanggaan desa dan tari tradisional daerah ini memukau semua penonton.,1
Museum desa sepi dan tidak terawat dan pencurian artefak budaya terjadi di situs bersejarah.,0
Pencurian artefak budaya terjadi di situs bersejarah dan orang malu memakai bahasa daerah di depan umum.,0
Pencurian artefak budaya terjadi di situs bersejarah dan orang malu memakai bahasa daerah di depan umum.,0
Cerita rakyat digantikan oleh tayangan luar negeri dan museum desa sepi dan tidak terawat.,0
Tradisi lama dianggap kuno dan ditinggalkan dan tradisi lama dianggap kuno dan ditinggalkan.,0
Anak-anak muda mulai mencintai budaya leluhur mereka dan kuliner khas desa kami diwariskan turun-temurun dan sangat lezat.,1
Tari tradisional daerah ini memukau semua penonton dan batik lokal mendapat pengakuan internasional.,1
Anak muda kini tak lagi mengenal tarian tradisional dan lahan cagar budaya dijadikan kawasan industri.,0
Cerita rakyat masih diceritakan setiap malam di rumah nenek dan orang-orang berkumpul untuk gotong royong membangun rumah adat.,1
Festival budaya diadakan dengan meriah setiap tahun dan cerita rakyat masih diceritakan setiap malam di rumah nenek.,1
Tari tradisional daerah ini memukau semua penonton dan orang-orang berkumpul untuk gotong royong membangun rumah adat.,1
Cerita rakyat digantikan oleh tayangan luar negeri dan pakaian adat jarang dipakai kecuali saat upacara.,0
Cerita rakyat digantikan oleh tayangan luar negeri dan pencurian artefak budaya terjadi di situs bersejarah.,0
Festival budaya diadakan dengan meriah setiap tahun dan upacara adat itu begitu sakral dan menghangatkan hati.,1
Cerita rakyat digantikan oleh tayangan luar negeri dan anak muda kini tak lagi mengenal tarian tradisional.,0
Kuliner khas desa kami diwariskan turun-temurun dan sangat lezat dan cerita rakyat masih diceritakan setiap malam di rumah nenek.,1
Tradisi lama dianggap kuno dan ditinggalkan dan museum desa sepi dan tidak terawat.,0
Museum desa sepi dan tidak terawat dan pakaian adat jarang dipakai kecuali saat upacara.,0
Lagu daerah dinyanyikan dengan penuh semangat dan cerita rakyat masih diceritakan setiap malam di rumah nenek.,1
Lagu daerah dinyanyikan dengan penuh semangat dan upacara adat itu begitu sakral dan menghangatkan hati.,1
Batik lokal mendapat pengakuan internasional dan batik lokal mendapat pengakuan internasional.,1
Anak muda kini tak lagi mengenal tarian tradisional dan anak muda kini tak lagi mengenal tarian tradisional.,0
Kesenian daerah hampir punah tanpa penerus dan tradisi lama dianggap kuno dan ditinggalkan.,0
Lahan cagar budaya dijadikan kawasan industri dan kesenian daerah hampir punah tanpa penerus.,0
Lahan cagar budaya dijadikan kawasan industri dan orang malu memakai bahasa daerah di depan umum.,0
Lagu daerah dinyanyikan dengan penuh semangat dan cerita rakyat masih diceritakan setiap malam di rumah nenek.,1
Pakaian adat jarang dipakai kecuali saat upacara dan warisan leluhur mulai dilupakan oleh generasi sekarang.,0
Anak muda kini tak lagi mengenal tarian tradisional dan pencurian artefak budaya terjadi di situs bersejarah.,0
Lahan cagar budaya dijadikan kawasan industri dan tradisi lama dianggap kuno dan ditinggalkan.,0
Tradisi lama dianggap kuno dan ditinggalkan dan anak muda kini tak lagi mengenal tarian tradisional.,0
Kesenian daerah hampir punah tanpa penerus dan pencurian artefak budaya terjadi di situs bersejarah.,0
Pencurian artefak budaya terjadi di situs bersejarah dan museum desa sepi dan tidak terawat.,0
Upacara adat itu begitu sakral dan menghangatkan hati dan cerita rakyat masih diceritakan setiap malam di rumah nenek.,1
Lahan cagar budaya dijadikan kawasan industri dan tradisi lama dianggap kuno dan ditinggalkan.,0
Cerita rakyat digantikan oleh tayangan luar negeri dan anak muda kini tak lagi mengenal tarian tradisional.,0
Upacara adat itu begitu sakral dan menghangatkan hati dan anak-anak muda mulai mencintai budaya leluhur mereka.,1
Lahan cagar budaya dijadikan kawasan industri dan pakaian adat jarang dipakai kecuali saat upacara.,0
Kesenian daerah hampir punah tanpa penerus dan warisan leluhur mulai dilupakan oleh generasi sekarang.,0
Anak muda kini tak lagi mengenal tarian tradisional dan anak muda kini tak lagi mengenal tarian tradisional.,0
Tari tradisional daerah ini memukau semua penonton dan cerita rakyat masih diceritakan setiap malam di rumah nenek.,1
Anak muda kini tak lagi mengenal tarian tradisional dan pencurian artefak budaya terjadi di situs bersejarah.,0
Cerita rakyat digantikan oleh tayangan luar negeri dan kesenian daerah hampir punah tanpa penerus.,0
Anak-anak muda mulai mencintai budaya leluhur mereka dan batik lokal mendapat pengakuan internasional.,1
Kuliner khas desa kami diwariskan turun-temurun dan sangat lezat dan tari tradisional daerah ini memukau semua penonton.,1
Kain tenun buatan nenek menjadi simbol kebanggaan desa dan upacara adat itu begitu sakral dan menghangatkan hati.,1
Museum desa sepi dan tidak terawat dan lahan cagar budaya dijadikan kawasan industri.,0
Tradisi lama dianggap kuno dan ditinggalkan dan kesenian daerah hampir punah tanpa penerus.,0
Pencurian artefak budaya terjadi di situs bersejarah dan pakaian adat jarang dipakai kecuali saat upacara.,0
Pakaian adat jarang dipakai kecuali saat upacara dan lahan cagar budaya dijadikan kawasan industri.,0
Cerita rakyat masih diceritakan setiap malam di rumah nenek dan cerita rakyat masih diceritakan setiap malam di rumah nenek.,1
Cerita rakyat digantikan oleh tayangan luar negeri dan anak muda kini tak lagi mengenal tarian tradisional.,0
Anak muda kini tak lagi mengenal tarian tradisional dan tradisi lama dianggap kuno dan ditinggalkan.,0
Tari tradisional daerah ini memukau semua penonton dan batik lokal mendapat pengakuan internasional.,1
Kuliner khas desa kami diwariskan turun-temurun dan sangat lezat dan festival budaya diadakan dengan meriah setiap tahun.,1
Cerita rakyat masih diceritakan setiap malam di rumah nenek dan tari tradisional daerah ini memukau semua penonton.,1
Tari tradisional daerah ini memukau semua penonton dan festival budaya diadakan dengan meriah setiap tahun.,1
Kesenian daerah hampir punah tanpa penerus dan warisan leluhur mulai dilupakan oleh generasi sekarang.,0
Warisan leluhur mulai dilupakan oleh generasi sekarang dan kesenian daerah hampir punah tanpa penerus.,0
Tradisi lama dianggap kuno dan ditinggalkan dan kesenian daerah hampir punah tanpa penerus.,0
Lahan cagar budaya dijadikan kawasan industri dan museum desa sepi dan tidak terawat.,0
Cerita rakyat masih diceritakan setiap malam di rumah nenek dan lagu daerah dinyanyikan dengan penuh semangat.,1
Cerita rakyat masih diceritakan setiap malam di rumah nenek dan cerita rakyat masih diceritakan setiap malam di rumah nenek.,1
Warisan leluhur mulai dilupakan oleh generasi sekarang dan orang malu memakai bahasa daerah di depan umum.,0
Tradisi lama dianggap kuno dan ditinggalkan dan lahan cagar budaya dijadikan kawasan industri.,0
Anak muda kini tak lagi mengenal tarian tradisional dan anak muda kini tak lagi mengenal tarian tradisional.,0
Batik lokal mendapat pengakuan internasional dan festival budaya diadakan dengan meriah setiap tahun.,1
Tradisi lama dianggap kuno dan ditinggalkan dan warisan leluhur mulai dilupakan oleh generasi sekarang.,0
Cerita rakyat masih diceritakan setiap malam di rumah nenek dan upacara adat itu begitu sakral dan menghangatkan hati.,1
Cerita rakyat digantikan oleh tayangan luar negeri dan cerita rakyat digantikan oleh tayangan luar negeri.,0
Cerita rakyat masih diceritakan setiap malam di rumah nenek dan lagu daerah dinyanyikan dengan penuh semangat.,1
Lahan cagar budaya dijadikan kawasan industri dan pakaian adat jarang dipakai kecuali saat upacara.,0
Batik lokal mendapat pengakuan internasional dan kuliner khas desa kami diwariskan turun-temurun dan sangat lezat.,1
Batik lokal mendapat pengakuan internasional dan kuliner khas desa kami diwariskan turun-temurun dan sangat lezat.,1
Lahan cagar budaya dijadikan kawasan industri dan warisan leluhur mulai dilupakan oleh generasi sekarang.,0
Warisan leluhur mulai dilupakan oleh generasi sekarang dan warisan leluhur mulai dilupakan oleh generasi sekarang.,0
Tari tradisional daerah ini memukau semua penonton dan anak-anak muda mulai mencintai budaya leluhur mereka.,1
Tradisi lama dianggap kuno dan ditinggalkan dan orang malu memakai bahasa daerah di depan umum.,0
Orang malu memakai bahasa daerah di depan umum dan pakaian adat jarang dipakai kecuali saat upacara.,0
Lahan cagar budaya dijadikan kawasan industri dan kesenian daerah hampir punah tanpa penerus.,0
Tari tradisional daerah ini memukau semua penonton dan orang-orang berkumpul untuk gotong royong membangun rumah adat.,1
Tradisi lama dianggap kuno dan ditinggalkan dan museum desa sepi dan tidak terawat.,0
Tradisi lama dianggap kuno dan ditinggalkan dan pencurian artefak budaya terjadi di situs bersejarah.,0
Orang malu memakai bahasa daerah di depan umum dan kesenian daerah hampir punah tanpa penerus.,0
Anak-anak muda mulai mencintai budaya leluhur mereka dan festival budaya diadakan dengan meriah setiap tahun.,1
Tari tradisional daerah ini memukau semua penonton dan kain tenun buatan nenek menjadi simbol kebanggaan desa.,1
Tradisi lama dianggap kuno dan ditinggalkan dan pencurian artefak budaya terjadi di situs bersejarah.,0
Pencurian artefak budaya terjadi di situs bersejarah dan warisan leluhur mulai dilupakan oleh generasi sekarang.,0
